Regioni,Somministrazioni,Dosi Consegnate,Percentuale,Popolazione,Copertura,Copertura Teorica,Data
Friui-Venezia Gulia,1.9480000000000002,11.965,16.3%,1211357,0.161%,0.988%,2020-01-01
